CDS,Length,rawseq.p1,avsims.p1,sdsims.p1,z.score.p1,rawseq.m1,avsims.m1,sdsims.m1,z.score.m1,highest.exp,lowest.exp
BSU38220,672,0.026785714,0.023278274,0.002561303,1.369397016,0.017857143,0.021794643,0.003911056,-1.006761293,n,n
BSU38229,159,0.031446541,0.033396226,0.002910218,-0.669944798,0.025157233,0.026320755,0.004326606,-0.268922555,n,n
BSU38230,309,0.025889968,0.021300971,0.001978216,2.319764914,0.012944984,0.014883495,0.002774378,-0.698719064,n,n
BSU38240,1542,0.018158236,0.019544747,0.001679582,-0.825509508,0.014915694,0.012774968,0.001914046,1.11842974,n,n
BSU38250,603,0.011608624,0.010626866,0.001954439,0.502322372,0.026533997,0.024961857,0.003615885,0.434787114,n,n
BSU38260,1251,0.014388489,0.013348521,0.001653088,0.629106324,0.01518785,0.017657874,0.002689848,-0.918276466,n,n
BSU38270,1158,0.017271157,0.01366753,0.001724752,2.089359042,0.026770294,0.029870466,0.002802299,-1.106295858,n,n
BSU38280,1446,0.020746888,0.021143845,0.001903759,-0.208512277,0.009681881,0.013622407,0.002269503,-1.736294579,n,n
BSU38290,669,0.019431988,0.022246637,0.002500381,-1.125687915,0.020926756,0.024424514,0.003648692,-0.958633407,n,n
BSU38300,819,0.01953602,0.016197802,0.002249639,1.483890299,0.01953602,0.016081807,0.003084603,1.119824096,n,n
BSU38310,906,0.016556291,0.016045254,0.002119182,0.241148353,0.017660044,0.018494481,0.003047254,-0.273832398,n,n
BSU38320,387,0.025839793,0.025320413,0.004490194,0.115669744,0.010335917,0.01420155,0.003990026,-0.968824047,n,n
BSU38330,678,0.028023599,0.02819764,0.003144265,-0.055351927,0.010324484,0.011225664,0.002603065,-0.346199624,n,n
BSU38340,1200,0.020833333,0.018911667,0.00208677,0.920880929,0.005,0.008565833,0.00189633,-1.880386294,n,n
BSU38350,198,0.025252525,0.024611111,0.003278133,0.19566439,0.015151515,0.014595959,0.004399041,0.126290251,n,n
BSU38360,1191,0.01511335,0.014864819,0.001577951,0.157502087,0.022670025,0.024488665,0.002783655,-0.653328045,n,n
BSU38370,381,0.020997375,0.014351706,0.00230276,2.885958165,0.028871391,0.02887664,0.004602593,-0.001140444,n,n
BSU38380,678,0.02359882,0.022116519,0.002854171,0.519345515,0.033923304,0.035573746,0.003821611,-0.431870724,n,n
BSU38390,1335,0.017977528,0.017110112,0.00182054,0.476460746,0.0082397,0.010225468,0.001828568,-1.085968728,n,n
BSU38400,1938,0.013415893,0.01324355,0.001413108,0.121960243,0.018059856,0.021557276,0.002158949,-1.619963956,n,n
BSU38410,1380,0.022463768,0.022441304,0.002070766,0.010847991,0.013043478,0.012525362,0.002084395,0.248569046,n,n
BSU38420,843,0.017793594,0.013540925,0.001817357,2.340029246,0.03084223,0.0324828,0.003306201,-0.496210017,n,n
BSU38430,861,0.020905923,0.018994193,0.001853664,1.031325051,0.032520325,0.02929036,0.003415046,0.945804272,n,n
BSU38440,714,0.015406162,0.011739496,0.002605018,1.407539817,0.012605042,0.011372549,0.002738596,0.450045564,n,n
BSU38450,516,0.007751938,0.011600775,0.002508533,-1.534297883,0.015503876,0.023071705,0.003962292,-1.909962363,n,n
BSU38460,1242,0.027375201,0.023940419,0.001997266,1.719742139,0.016908213,0.015089372,0.002261578,0.804235239,n,y
BSU38470,1368,0.019736842,0.016431287,0.001728164,1.912755264,0.019736842,0.021503655,0.002697034,-0.655094821,n,n
BSU38480,633,0.034755134,0.031137441,0.002437308,1.484299015,0.030015798,0.032725118,0.003425052,-0.791030307,n,n
BSU38490,936,0.019230769,0.01763141,0.00200203,0.798868407,0.016025641,0.013221154,0.002413555,1.161973331,n,n
BSU38495,135,0.022222222,0.024222222,0.003290234,-0.60785955,0.037037037,0.035488889,0.004934483,0.313740685,n,n
BSU38500,1512,0.011243386,0.011392857,0.001391304,-0.107432422,0.014550265,0.017623677,0.002227347,-1.379853151,n,n
BSU38510,1188,0.013468013,0.015255051,0.001795204,-0.995450927,0.012626263,0.012887205,0.002393888,-0.109003434,n,n
BSU38520,237,0.029535865,0.019932489,0.004267337,2.250437486,0.050632911,0.04492827,0.006029679,0.946093621,n,n
BSU38530,1179,0.018659881,0.017871925,0.001562891,0.50416538,0.024597116,0.02315352,0.002629731,0.548951949,n,n
BSU38540,759,0.0171278,0.015417655,0.002232051,0.766176474,0.023715415,0.024028985,0.00352262,-0.089016129,n,n
BSU38550,1092,0.013736264,0.012512821,0.001812868,0.674866149,0.021062271,0.02132967,0.0029454,-0.090785282,n,n
BSU38560,1329,0.022573363,0.018161776,0.001827394,2.414141454,0.020316027,0.021476298,0.002646277,-0.438454035,n,n
BSU38570,333,0.024024024,0.019423423,0.002797542,1.644515494,0.021021021,0.017339339,0.0041685,0.883215045,n,n
BSU38580,1359,0.012509198,0.013755703,0.001765717,-0.705948385,0.011037528,0.010192053,0.00187071,0.451954106,n,n
BSU38590,309,0.01618123,0.016038835,0.004258826,0.033435285,0.012944984,0.017563107,0.004390468,-1.051852153,n,n
BSU38600,1926,0.01973001,0.017719107,0.001569702,1.281073521,0.018691589,0.020886812,0.002111635,-1.039584672,n,n
BSU38620,591,0.015228426,0.013556684,0.002266112,0.737714013,0.011844332,0.013939086,0.002905351,-0.7209985,n,n
BSU38630,1644,0.013990268,0.010593066,0.001246138,2.726184153,0.023114355,0.024263382,0.002392928,-0.480176071,n,n
BSU38640,1203,0.017456359,0.016110557,0.002003937,0.671578935,0.002493766,0.008495428,0.001886922,-3.18066193,n,n
BSU38650,777,0.024453024,0.023109395,0.002690551,0.499387937,0.01029601,0.010602317,0.002544641,-0.120373355,n,n
BSU38660,888,0.022522523,0.020344595,0.002388913,0.911681942,0.018018018,0.019583333,0.002861415,-0.547042375,n,n
BSU38670,189,0.021164021,0.02537037,0.003922218,-1.072441487,0,0.006185185,0.004129182,-1.497920286,n,n
BSU38680,207,0.019323671,0.023478261,0.004529947,-0.917138836,0.014492754,0.009555556,0.004543119,1.086741925,n,n
BSU38690,321,0.024922118,0.020140187,0.003609027,1.324991639,0.015576324,0.017199377,0.003998241,-0.405941766,n,n
BSU38700,537,0.014897579,0.011683426,0.002835952,1.133359324,0.011173184,0.018636872,0.003220539,-2.317527329,n,n
BSU38710,1374,0.020378457,0.021098981,0.002073408,-0.347507181,0.00727802,0.011840612,0.002063762,-2.210812742,n,n
BSU38720,831,0.012033694,0.015234657,0.002309116,-1.386228906,0.014440433,0.015595668,0.002831868,-0.407940956,n,n
BSU38730,1728,0.016782407,0.017038773,0.001730091,-0.148180755,0.013888889,0.017058449,0.00207918,-1.524427766,n,n
BSU38740,1704,0.017018779,0.014997653,0.001653306,1.222475964,0.014084507,0.014978286,0.001960008,-0.45600778,n,n
BSU38750,1017,0.024582104,0.023372665,0.002476519,0.488362708,0.013765978,0.013941003,0.002401767,-0.072873417,n,n
BSU38760,1407,0.022032694,0.022142857,0.001873952,-0.058786529,0.017057569,0.014179815,0.002217704,1.297627465,n,n
BSU38770,1353,0.016260163,0.017018477,0.00181333,-0.418188971,0.008130081,0.010861789,0.002027489,-1.347335256,n,n
BSU38780,1689,0.017761989,0.017139136,0.001858669,0.335107275,0.014209591,0.016686797,0.002127245,-1.164513621,n,n
BSU38790,201,0.009950249,0.010487562,0.003117815,-0.172336482,0.014925373,0.019427861,0.005679662,-0.792738667,n,n
BSU38800,840,0.021428571,0.01995,0.001856482,0.796437101,0.017857143,0.018789286,0.002896512,-0.321815664,n,n
BSU38810,1098,0.016393443,0.016932605,0.001887649,-0.285626019,0.030965392,0.024943534,0.002690665,2.238055714,n,n
BSU38820,894,0.015659955,0.015177852,0.002188815,0.220257393,0.027964206,0.029237137,0.003293918,-0.386448896,n,n
BSU38830,1458,0.015089163,0.013676955,0.001401544,1.007608691,0.01920439,0.022313443,0.002521397,-1.233067569,n,n
BSU38840,837,0.023894863,0.023688172,0.002343926,0.088181503,0.020310633,0.021352449,0.003025326,-0.344364817,n,n
BSU38850,543,0.023941068,0.021729282,0.001865067,1.185901887,0.051565378,0.05006814,0.004336058,0.34529932,n,n
BSU38860,1020,0.012745098,0.016678431,0.002176113,-1.807503809,0.019607843,0.021247059,0.003044281,-0.538457569,n,n
BSU38870,507,0.019723866,0.016282051,0.002563848,1.342440932,0.025641026,0.024321499,0.004186827,0.315161599,n,n
BSU38880,876,0.015981735,0.016262557,0.002088396,-0.134467854,0.012557078,0.015868722,0.002849181,-1.162314498,n,n
BSU38890,474,0.018987342,0.024732068,0.00367919,-1.561410567,0.002109705,0.0087827,0.003102481,-2.15085777,n,n
BSU38900,1221,0.018837019,0.019712531,0.002198746,-0.398186849,0.014742015,0.01715561,0.00259097,-0.931541257,n,n
BSU38910,657,0.01674277,0.01364688,0.002536712,1.220434239,0.01826484,0.018751902,0.003746166,-0.130016137,n,n
BSU38920,1233,0.01378751,0.012725061,0.001298272,0.8183564,0.02676399,0.021540957,0.002651595,1.969769926,n,n
BSU38930,264,0.011363636,0.011814394,0.003159042,-0.142688168,0.018939394,0.022753788,0.005923395,-0.64395399,n,n
BSU38940,489,0.026584867,0.022431493,0.003101609,1.339102936,0.026584867,0.029548057,0.003725429,-0.795395639,n,n
BSU38950,1134,0.011463845,0.009737213,0.001608608,1.073370261,0.02292769,0.022343915,0.002857504,0.204295408,n,n
BSU38960,1137,0.015831135,0.012091469,0.001750741,2.136047693,0.031662269,0.025830255,0.002901271,2.010158138,n,n
BSU38970,774,0.015503876,0.01623385,0.002302117,-0.317088132,0.018087855,0.020609819,0.003114072,-0.809860573,n,n
BSU38980,651,0.026113671,0.022141321,0.002524677,1.573409089,0.015360983,0.017983103,0.003186601,-0.82285808,n,n
BSU38990,717,0.013947001,0.013941423,0.002311473,0.002413355,0.019525802,0.019073919,0.003054304,0.147949582,n,n
BSU39000,1419,0.018322763,0.018472163,0.001934662,-0.077223043,0.010570825,0.01279845,0.001986143,-1.121583472,n,n
BSU39010,849,0.025912839,0.021877503,0.002293137,1.759745184,0.02237927,0.028696113,0.003085465,-2.047290512,n,n
BSU39020,1194,0.025963149,0.024288945,0.002133541,0.784707025,0.011725293,0.013572027,0.002540628,-0.726881052,n,n
BSU39029,429,0.018648019,0.018344988,0.002917635,0.103861731,0.009324009,0.012571096,0.003473719,-0.93475813,n,n
BSU39030,243,0.024691358,0.023794239,0.002842049,0.315659388,0.008230453,0.017502058,0.004455411,-2.080976402,n,n
BSU39040,291,0.024054983,0.024512027,0.003289339,-0.138947223,0.020618557,0.018209622,0.004139503,0.581938185,n,n
BSU39050,2061,0.012615235,0.012256186,0.001264803,0.283877101,0.025230471,0.024533721,0.00221662,0.314329889,n,n
BSU39060,1281,0.025761124,0.025537861,0.00201624,0.11073232,0.008587041,0.009996877,0.002072362,-0.680303801,n,n
BSU39070,729,0.015089163,0.012709191,0.001909982,1.246070443,0.0260631,0.029096022,0.00353929,-0.856929401,n,n
BSU39080,834,0.016786571,0.021181055,0.002104942,-2.087698225,0.022781775,0.027902878,0.003249135,-1.576143315,n,n
BSU39090,681,0.022026432,0.021632893,0.00240251,0.163803379,0.02349486,0.023248164,0.003626119,0.06803306,n,n
BSU39100,1287,0.013986014,0.016183372,0.001816235,-1.209842484,0.01010101,0.010915307,0.001973666,-0.412581002,n,n
BSU39110,1440,0.019444444,0.019118056,0.001669685,0.195479066,0.028472222,0.02603125,0.002529823,0.964878685,n,n
BSU39120,1149,0.02175805,0.019802437,0.001974526,0.990421488,0.019147084,0.022958225,0.002631844,-1.448087896,n,n
BSU39129,189,0.010582011,0.012814815,0.004339233,-0.514561895,0.037037037,0.041751323,0.005564934,-0.847141477,n,n
BSU39139,132,0.03030303,0.025363636,0.003610412,1.368097009,0.03030303,0.039022727,0.005241404,-1.66361852,n,n
BSU39140,462,0.025974026,0.026878788,0.003003282,-0.301257736,0.023809524,0.031883117,0.004483912,-1.800568964,n,n
BSU39150,297,0.006734007,0.007383838,0.002740363,-0.237133315,0.033670034,0.035474747,0.004748182,-0.380085027,n,n
BSU39160,489,0.028629857,0.023490798,0.002781247,1.847753872,0.028629857,0.031372188,0.004081126,-0.671954465,n,n
BSU39170,453,0.022075055,0.016520971,0.003263773,1.701737244,0.026490066,0.032759382,0.004279463,-1.464977118,n,n
BSU39180,330,0.021212121,0.012884848,0.002974423,2.799625849,0.018181818,0.026860606,0.005834582,-1.487473917,n,n
BSU39190,417,0.026378897,0.024798561,0.002790519,0.566323256,0.047961631,0.050635492,0.004514078,-0.592338284,n,n
BSU39200,369,0.043360434,0.035100271,0.00448625,1.841217597,0.01897019,0.028653116,0.004597111,-2.106306955,n,n
BSU39210,471,0.012738854,0.016303609,0.003320804,-1.073461374,0.027600849,0.030866242,0.004573978,-0.713906531,n,n
BSU39220,429,0.027972028,0.032664336,0.003730618,-1.257782983,0.048951049,0.053384615,0.004500781,-0.985065906,n,n
BSU39230,7005,0.013847252,0.013155603,0.000687603,1.005884631,0.029978587,0.032795004,0.001321509,-2.131212275,n,n
BSU39240,936,0.016025641,0.017696581,0.002388699,-0.699518822,0.010683761,0.013127137,0.002503769,-0.975879152,n,n
BSU39250,447,0.026845638,0.024261745,0.00344064,0.750991869,0.024608501,0.024863535,0.004307119,-0.059212208,n,n
BSU39260,1410,0.015602837,0.01513617,0.001609818,0.289887939,0.027659574,0.026271631,0.002663236,0.521148992,n,n
BSU39270,1830,0.019125683,0.019513661,0.001644342,-0.23594744,0.013661202,0.017286885,0.002113047,-1.715855508,n,n
BSU39280,309,0.038834951,0.036511327,0.003663907,0.634192909,0.03236246,0.040152103,0.005007033,-1.555740431,n,n
BSU39290,444,0.040540541,0.037247748,0.003467976,0.949485526,0.06981982,0.068045045,0.004631808,0.383171133,n,n
BSU39300,1710,0.023391813,0.021699415,0.001616873,1.046710596,0.039181287,0.036246784,0.002559696,1.146426241,n,n
BSU39310,270,0.025925926,0.022974074,0.003618929,0.815669957,0.018518519,0.017744445,0.004776173,0.16206994,n,n
BSU39320,366,0.021857923,0.022,0.00313269,-0.045353029,0.030054645,0.025587432,0.004549445,0.981924826,n,n
BSU39330,1410,0.010638298,0.011660284,0.0014463,-0.706620603,0.016312057,0.016504255,0.002454714,-0.078297507,n,n
BSU39339,165,0.024242424,0.029230303,0.004173224,-1.195209956,0.006060606,0.009012121,0.003576164,-0.825329835,n,y
BSU39340,447,0.017897092,0.011823266,0.002713533,2.238345742,0.029082774,0.028053691,0.004000409,0.257244456,n,n
BSU39350,1527,0.024885396,0.022473477,0.001766934,1.365030116,0.016371971,0.018948265,0.002283434,-1.128254112,n,n
BSU39360,1659,0.015069319,0.014937914,0.001516163,0.086669199,0.019288728,0.017907776,0.002241971,0.615954576,n,n
BSU39370,1266,0.012638231,0.014796998,0.001851647,-1.165863119,0.016587678,0.019330964,0.002504999,-1.095124464,n,n
BSU39380,960,0.01875,0.0170375,0.002268349,0.754954474,0.017708333,0.018817708,0.003001931,-0.36955382,n,n
BSU39390,1428,0.025910364,0.026233894,0.002035757,-0.158923434,0.007703081,0.011990896,0.002126026,-2.016821159,n,n
BSU39400,1302,0.017665131,0.014400922,0.001701954,1.917918249,0.024577573,0.021415515,0.00255616,1.237034324,n,n
BSU39410,1182,0.020304569,0.020689509,0.002132639,-0.1804995,0.010152284,0.013461083,0.002415131,-1.370028603,n,n
BSU39420,672,0.025297619,0.024907738,0.002605834,0.149618483,0.014880952,0.018186012,0.00350626,-0.942616866,n,n
BSU39430,942,0.013800425,0.010822718,0.002135057,1.394673606,0.023354565,0.024830149,0.002936842,-0.502438934,n,n
BSU39440,828,0.020531401,0.022254831,0.002193274,-0.785779478,0.002415459,0.008782609,0.00238076,-2.674419251,n,n
BSU39450,1113,0.023360288,0.025899371,0.001997089,-1.271391738,0.008984726,0.009931716,0.002087181,-0.453717208,n,n
BSU39460,1338,0.017189836,0.01546861,0.001849125,0.93083301,0.018684604,0.02159417,0.002538146,-1.146335124,n,n
BSU39470,1143,0.010498688,0.01044182,0.001770843,0.032113655,0.017497813,0.020122485,0.002736854,-0.959010597,n,n
BSU39480,750,0.016,0.014964,0.002334795,0.443722093,0.016,0.021125333,0.003047735,-1.68168566,n,n
BSU39490,675,0.020740741,0.025071111,0.002946259,-1.469786034,0.007407407,0.009739259,0.002723632,-0.856155349,n,n
BSU39500,795,0.022641509,0.018786164,0.002166936,1.779169415,0.023899371,0.028935849,0.003631348,-1.386944305,n,n
BSU39510,498,0.014056225,0.010421687,0.00229936,1.580673818,0.016064257,0.016439759,0.003688118,-0.101813978,n,n
BSU39520,1326,0.012820513,0.012543741,0.0015788,0.175305599,0.0173454,0.018346908,0.00249797,-0.400928722,n,n
BSU39530,228,0.030701754,0.02497807,0.004572907,1.251651179,0.026315789,0.029,0.006076382,-0.441744908,n,n
BSU39540,987,0.022289767,0.021242148,0.002383512,0.439527575,0.017223911,0.022561297,0.003015275,-1.770115635,n,n
BSU39550,813,0.020910209,0.018676507,0.002591967,0.86177869,0.027060271,0.030827798,0.003445545,-1.093448857,n,n
BSU39560,558,0.02688172,0.028901434,0.003440934,-0.586966748,0.010752688,0.011616487,0.003230246,-0.267409631,n,n
BSU39570,435,0.020689655,0.023547126,0.002940001,-0.971928651,0.006896552,0.009652874,0.003214574,-0.857445417,n,n
BSU39580,366,0.019125683,0.021363388,0.002573425,-0.869543331,0.013661202,0.017002732,0.004191674,-0.797182687,n,n
BSU39590,354,0.008474576,0.011629944,0.002520476,-1.251893717,0.005649718,0.009502825,0.003324331,-1.159062548,n,n
BSU39600,399,0.005012531,0.006413534,0.002257491,-0.620601833,0.012531328,0.013834586,0.003226429,-0.403932065,n,n
BSU39610,966,0.014492754,0.015958592,0.001989797,-0.73667708,0.026915114,0.028686335,0.003436557,-0.515405719,n,n
BSU39620,348,0.020114943,0.013971264,0.002936101,2.092461543,0.020114943,0.024494253,0.004389839,-0.997601416,n,n
BSU39630,1869,0.019261637,0.019333868,0.001640958,-0.044017821,0.013911182,0.017598181,0.002113716,-1.744320989,n,y
BSU39640,774,0.018087855,0.017251938,0.002394132,0.349152421,0.021963824,0.020093023,0.003068016,0.609775557,n,y
BSU39650,978,0.009202454,0.010878323,0.001895926,-0.883931513,0.019427403,0.019711657,0.002919553,-0.097362161,n,n
BSU39660,690,0.008695652,0.010930435,0.002148858,-1.039986373,0.026086957,0.025150725,0.003443159,0.271910782,n,n
BSU39670,873,0.013745704,0.014115693,0.00164196,-0.225333697,0.016036655,0.016603666,0.002410512,-0.235224271,n,n
BSU39680,837,0.020310633,0.020661888,0.002326947,-0.150950903,0.033452808,0.030799283,0.00348297,0.761857011,n,n
BSU39690,870,0.017241379,0.015350575,0.002038771,0.927423533,0.031034483,0.033744828,0.003299086,-0.821544291,n,n
BSU39700,1035,0.019323671,0.016236715,0.002116752,1.458345289,0.025120773,0.02358744,0.003177444,0.482568109,n,n
BSU39710,1317,0.016704632,0.015615034,0.001936186,0.562754871,0.012148823,0.011112377,0.001928719,0.537375196,n,n
BSU39720,894,0.012304251,0.011073826,0.002056883,0.59819911,0.024608501,0.021512304,0.003064485,1.010348094,n,n
BSU39730,1914,0.017241379,0.015160397,0.001406196,1.479865928,0.024555904,0.022794671,0.00217038,0.811485829,n,n
BSU39740,978,0.014314928,0.013712679,0.001860095,0.323773365,0.018404908,0.022762781,0.002949269,-1.477611417,n,n
BSU39750,816,0.019607843,0.015617647,0.002239599,1.781656201,0.025735294,0.029584559,0.003538985,-1.087674762,n,n
BSU39760,1464,0.015710383,0.013852459,0.0015244,1.218790421,0.026639344,0.020867486,0.002557558,2.256784827,n,n
BSU39770,756,0.01984127,0.01856746,0.002137069,0.596054564,0.025132275,0.027828042,0.003533924,-0.762825487,n,n
BSU39780,933,0.019292605,0.020446945,0.002193225,-0.526320931,0.028938907,0.028944266,0.003302583,-0.001622669,n,n
BSU39790,651,0.016897081,0.016926267,0.001624025,-0.017971573,0.01843318,0.01883871,0.00393999,-0.102926663,n,n
BSU39800,309,0.019417476,0.020122977,0.00332804,-0.211987012,0.029126214,0.025718447,0.004690091,0.72658864,n,n
BSU39810,1386,0.021645022,0.01911039,0.001966041,1.289206503,0.008658009,0.010021645,0.001869873,-0.729266725,n,n
BSU39820,1881,0.015948963,0.015676768,0.001416473,0.192164095,0.027113238,0.02654386,0.002374314,0.239807413,n,n
BSU39830,252,0.027777778,0.029920635,0.004250938,-0.504090334,0.011904762,0.015849206,0.003110915,-1.267936846,n,n
BSU39840,822,0.008515815,0.006656934,0.001789347,1.038859921,0.018248175,0.01699635,0.003016027,0.415057607,n,n
BSU39850,1143,0.016622922,0.016532808,0.001658139,0.054346232,0.018372703,0.021724409,0.002521863,-1.329059267,n,n
